Easting,Northing,n,n_serious,locations
518975.0009,299924.9999,4,0,LINCOLN RD 5M NORTH OF TAVERNERS RD PETERBOROUGH
518975.0009,301224.9999,4,0,PEVERIL RD JUNCTION ST PAULS RD PETERBOROUGH
519025.0009,267374.9999,4,0,A1 GT NORTH RD JUNCTION B661 BUCKDEN HUNTINGDON
519175.0009,261524.9999,4,0,B1043 JW PRIORY HILL RD ST NEOTS
519175.0009,300074.9999,4,1,C58 ALL SAINTS RD JUNCTION DOGSTHORPE RD PETERBOROUGH
519225.0009,297674.9999,4,0,A15 LONDON RD JUNCTION FLETTON AVE PETERBOROUGH
519225.0009,297724.9999,4,0,A1179 LONDON RD TRAFFIC LIGHTS FLETTON AVE PETERBOROUGH
519225.0009,297924.9999,4,0,A605 LONDON RD TRAFFIC LIGHTS JCT OUNDLE RD DIR OF TRAVEL UK
519225.0009,297974.9999,4,0,NA
519225.0009,300174.9999,4,0,C58 DOGSTHORPE RD 10M NORTH OF QUEENS DRIVE WEST
519275.0009,298174.9999,4,1,A15 LONDON RD OPPOSITE CHARTERS NEAR TO BRIDGE ST JNCT
519275.0009,298274.9999,4,0,A15 LONDON RD JUNCTION BRIDGE ST PETERBOROUGH
519275.0009,298924.9999,4,2,A1127 BROADWAY 30M SOUTH OF CATTLE MARKET RD PETERBOROUGH
519275.0009,299024.9999,4,0,A1127 BROADWAY IMMEDIATELY NORTH OF JNCT NORTHMISTER
519325.0009,300424.9999,4,0,ALEXANDRA RD JUNCTION DOGSTHORPE RD PETERBOROUGH
519375.0009,271924.9999,4,2,A14 BRAMPTON HUT A1 HUNTINGDON
519375.0009,271974.9999,4,0,A14 AT JN WITH A1
519525.0009,298474.9999,4,0,BISHOPS ROAD
519625.0009,298824.9999,4,0,A1119 ST JOHNS ST PETERBOROUGH AT PETROL STATION EXIT
519725.0009,299324.9999,4,0,C51 EASTFIELD RD OUTSIDE NO 48 JUNCTION WHALLEY ST MONUMENT
519925.0009,302274.9999,4,1,A47 PASTON PARKWAY RDABT A15 PETERBOROUGH
519975.0009,301174.9999,4,2,CENTRAL AVE JUNCTION CHESTNUT AVE PETERBOROUGH
520075.0009,298624.9999,4,0,BISHOPS RD PETERBOROUGH
520075.0009,302324.9999,4,0,A47 EYE RD JUNCTION A15 PASTON PARKWAY PETERBOROUGH
520325.0009,296424.9999,4,1,A605 WHITTLESEY RDABT B1091 PETERBOROUGH RD
520325.0009,298774.9999,4,1,A1139 BOONGATE ONSLIP EBC
520425.0009,299124.9999,4,0,BOONGATE JUNCTION A1139 PETERBOROUGH
520475.0009,299074.9999,4,0,A1139 BOONGATE JUNCTION 5 PETERBOROUGH
520475.0009,302374.9999,4,0,A16 JUNCTION A47 PETERBOROUGH   DIRECTIONS NOT KNOWN
520625.0009,299324.9999,4,1,A1139 FRANK PERKINS PARKWAY JNCT 5 BOONGATE SLIP RD
520675.0009,299124.9999,4,0,CARR RD 40M PADHOLME RD EAST PETERBOROUGH
520775.0009,300524.9999,4,0,C51 EASTFIELD RD JUNCTION REEVES WAY PETERBOROUGH
520925.0009,300524.9999,4,1,A1139 OFF SLIP FRANK PERKINS JUNCTION OXNEY RD PETERBOROUGH
521575.0009,251624.9999,4,0,C179 HEATH ROAD GAMLINGAY
521775.0009,299474.9999,4,1,STOREYS BAR RD FENGATE JUNCTION VICARAGE FARM RD
521925.0009,296024.9999,4,0,A605 JUNCTION CARDEA RDABT PETERBOROUGH
522075.0009,296024.9999,4,1,A605 HORSEY TOLL JUNCTION B1095 RAMSEY RD PETERBOROUGH
522225.0009,305974.9999,4,1,A16 JUNCTION B1443
523125.0009,272874.9999,4,0,B1044 STUKELEY RD ST MARGARETS WAY HUNTINGDON
523175.0009,269424.9999,4,2,B1043 2410 NORTH OF STATION LANE OFFORD CLUNY
523575.0009,253574.9999,4,0,DROVE RD 100M W OF B1040 GAMBLINGAY
523775.0009,273224.9999,4,1,C115 REDWONGS WAY JUNCTION ST PETERS RD HUNTINGDON
523875.0009,274074.9999,4,1,C115 KINGS RIPTON RD JUNCTION C112 ST PETERS RD HUNTINGDON
525675.0009,281024.9999,4,0,C111 HUNTINGDON RD JUNCTION C109 RAVELEY RD HUNTINGDON
526075.0009,268124.9999,4,1,A1198 GODMANCHESTER EXIT FROM WOOD GREEN SHELTER
526975.0009,297574.9999,4,0,B1040 DELPH WHITTLESEY JW BASSENHALLY RD
527075.0009,297074.9999,4,1,C29 EASTGATE JUNCTION C29 STATION RD HIGH CAUSEWAY
527375.0009,260124.9999,4,1,A428 EBC ELTISLEY AT JNCT FOR VILLAGE CAXTON SIDE
527475.0009,299424.9999,4,0,B1040 EAST DELPH JUNCTION NORTH BANK WHITTLESEY
528175.0009,269674.9999,4,0,A14 AT JN WITH NEW ROAD
528425.0009,260524.9999,4,0,A428 CAMBRIDGE RD OS NORTH EAST FARM CAXTON
528825.0009,281624.9999,4,1,B1040 RAMSEY 160M N OF WISTOW
529575.0009,260674.9999,4,0,A428 CAMBRIDGE RD JUNCTION A1198 ERMINE ST PAPWORTH
529875.0009,276524.9999,4,0,C119 JUNCTION ST IVES RD OLD HURST
529925.0009,286374.9999,4,1,B1096 WOOD LANE RAMSEY
531175.0009,272224.9999,4,1,A1123 BLUNTISHAM ST AUDREY LANE RAMSEY RD ST IVES
531425.0009,270024.9999,4,0,C121 LOW RD FENSTANTON
531625.0009,304474.9999,4,1,A47 JUNCTION B1167 NEW CUT PETERBOROUGH
532225.0009,304274.9999,4,0,A47 JUNCTION C54 KNARR FEN RD THORNEY TOLL
532425.0009,267874.9999,4,1,A14 CAMBRIDGE RD OS SHELL FENSTANTON ST IVES
532525.0009,267824.9999,4,0,A14 EBC OS MP84 2 FENSTANTON
534125.0009,303974.9999,4,1,A47
534525.0009,244424.9999,4,1,A1198 GREAT NORTH RD JUNCTION CHESTNUT LANE BASSINGBOURN
535575.0009,265824.9999,4,0,A14
535925.0009,265574.9999,4,1,A14 LOLWORTH SERVICE WBC LOLWORTH
538475.0009,263874.9999,4,0,A14 CAMBRIDGE RD 250M EAST OF B1050 HATTONS RD BAR HILL
539475.0009,246674.9999,4,1,A10 CAMBRIDGE RD JUNCTION C320 DUNSBRIDGE TURNPIKE
540075.0009,298024.9999,4,0,HOSTMOOR AVE JUNCTION A141
540175.0009,270024.9999,4,0,B1050 STATION RD WILLINGHAM
540275.0009,297624.9999,4,0,A141 ISLE OF ELY WAY 2M WEST OF WISBECH RD B1099 MARCH
541025.0009,264224.9999,4,0,CAMBRIDGE RD JUNCTION WATER LANE OAKINGTON
541275.0009,259374.9999,4,1,A1303 MADINGLEY RD JUNCTION CAMBRIDGE RD CAMBRIDGE
541275.0009,259424.9999,4,4,A1303 JW CAMBRIDGE ROAD MADINGLEY
541675.0009,296874.9999,4,1,B1099 BROAD ST JUNCTION DARTFORD RD MARCH
541725.0009,296624.9999,4,0,B1101 MARKET PLACE JUNCTION HIGH ST MARCH
541975.0009,256274.9999,4,2,JUNCTION 12 M11 CAMBRIDGE ROAD A603
542025.0009,256924.9999,4,0,M11 OFF SLIP C200 GRANCHESTER RD COTON
542075.0009,278174.9999,4,1,B1381 CHAIN CAUSEWAY SUTTON 1 MILE FROM SUTTON NR BRIDGE
542175.0009,261374.9999,4,0,A14  400M EAST OF M11 JUNCTION 31 CAMBRIDGE
542425.0009,305724.9999,4,0,A47 CLOSE TO NETTLE BANK WISBECH
543725.0009,259824.9999,4,0,A1307 HUNTINGDON RD JUNCTION STOREYS WAY CAMBRIDGE
543825.0009,267774.9999,4,1,C186 RAMPTON RD 300M WEST OF COTTENHAM VILLAGE
543975.0009,309224.9999,4,1,BARTON RD 25M S OF GADDS LANE WISBECH ST MARY
544025.0009,259074.9999,4,0,MADINGLEY RD 10M NW OF GRANGE RD CAMBRIDGE
544125.0009,303224.9999,4,2,B1101 MARCH RD FRIDAY BRIDGE  ON RIGHT HAND BEND
544225.0009,253924.9999,4,0,A1309 HAUXTON RD JUNCTION ADDENBROOKES RD TRUMPINGTON
544475.0009,261424.9999,4,1,KING HEDGES RD JUNCTION HOWGATE RD CAMBRIDGE
545075.0009,256374.9999,4,0,18 TRUMPINGTON ROAD A1134 NEAR JN WITH BENTLEY ROAD
545075.0009,256424.9999,4,1,A1309 TRUMPINGTON RD JUNCTION CAMBRIDGE LAKES GOLF COURSE
545075.0009,259974.9999,4,2,C289 GILBERT RD JUST PAST COURTNEY WAY CAMBRIDGE
545225.0009,258274.9999,4,0,C295 ST ANDREWS ST JUNCTION C294 DOWNING ST CAMBRIDGE
545225.0009,312174.9999,4,0,A1101 SUTTON RD JUNCTION PENNIWORTH COTTAGE WISBECH
545275.0009,257674.9999,4,0,A603 LENSFIELD RD JUNCTION PANTON ST CAMBRIDGE
545325.0009,259474.9999,4,0,A1134 CHESTERTON RD CAMBRIDGE
545375.0009,257974.9999,4,1,C295 REGENT ST CAMBRIDGE
545375.0009,259524.9999,4,0,A1134 MILTON RD OUTSIDE NO 2B CAMBRIDGE
545375.0009,308424.9999,4,0,B198 CROMWELL RD JUNCTION SANDDOWN RD WISBECH
545425.0009,260774.9999,4,0,ARBURY ROAD 20 METRES NORTH OF JUNCTION WITH CAMPKIN ROAD
545525.0009,257874.9999,4,0,GONVILLE PLACE 80M E OF HILLS RD CAMBRIDGE
545725.0009,257424.9999,4,0,A1307 HILLS RD JUNCTION BATEMAN ST CAMBRIDGE
545725.0009,259974.9999,4,0,A1309 MILTON RD JUNCTION A1134 ELIZABETH WAY CAMBRIDGE
545775.0009,258224.9999,4,2,A603 EAST RD JUNCTION C280 CAMBRIDGE
545975.0009,257274.9999,4,1,STATION RD JUNCTION TENISON RD CAMBRIDGE
546075.0009,256724.9999,4,1,A1307 HILLS RD 20M NORTH OF CHERRY HINTON RD CAMBRIDGE
546075.0009,258624.9999,4,1,A603 EAST RD JUNCTION ST MATTHEWS CAMBRIDGE
546125.0009,309924.9999,4,1,FREEDOM BRIDGE JUNCTION NENE PARADE WISBECH
546225.0009,309874.9999,4,1,A1101 FREEDOM BRIDGE RDABT CHURCHILL RD B198 WISBECH
546275.0009,256274.9999,4,0,A1307 HILLS RD OPPOSITE HOMERTON COLLEGE CAMBRIDGE
546275.0009,256324.9999,4,1,A1307 HILLS RD JUNCTION MARSHALL RD CAMBRIDGE
546425.0009,257774.9999,4,0,C280 MILL RD CAMBRIDGE RAILWAY BRIDGE DIRECTIONS NOT KNOWN
546425.0009,279124.9999,4,2,A142 ELY RD JUNCTION A1421 HADDENHAM RD WITCHAM
546425.0009,309274.9999,4,1,CANNON STREET JW WEST STREET
546525.0009,246624.9999,4,0,M/P 72/7B SOUTHBOUND M11
546575.0009,246724.9999,4,1,A505 JUNCTION M11 DUXFORD
546575.0009,257674.9999,4,0,MILL RD OUTSIDE 178 JUNCTION CAVENDISH RD CAMBRIDGE
546625.0009,260974.9999,4,0,A1309 MILTON RD JUNCTION C279 GREEN END RD CAMBRIDGE
546675.0009,257674.9999,4,1,MILL RD NEAR TESCO CAR PARK CAMBRIDGE
546775.0009,255274.9999,4,1,A1307 HILLS RD JUNCTION ADDENBROOKES CAMBRIDGE
546775.0009,259174.9999,4,1,A1134 NEWMARKET RD AT RETAIL PARK CAMBRIDGE
546825.0009,257124.9999,4,0,COLERIDGE RD JUNCTION RADEGUND RD CAMBRIDGE
547025.0009,257624.9999,4,1,C280 MILL RD JUNCTION MALTA RD CAMBRIDGE
547025.0009,258524.9999,4,0,BRAMPTON RD JUNCTION COLDHAMS LANE CAMBRIDGE
547175.0009,258324.9999,4,0,C298 COLDHAMS LANE JUNCTION STOURBRIDGE GROVE CAMBRIDGE
547275.0009,259424.9999,4,0,A1134 NEWMARKET RD NEAR COLDHAMS COMMON CAMBRIDGE
547325.0009,258174.9999,4,0,C298 COLDHAMS LANE 20M VINERY WAY CAMBRIDGE
547425.0009,259374.9999,4,2,A1134 NEWMARKET RD JUNCTION DITTON FIELDS CAMBRIDGE
547475.0009,257524.9999,4,1,BROOKES RD JUNCTION BROOKFIELDS CAMBRIDGE
547525.0009,258024.9999,4,0,A1134 BROOKS RD JUNCTION C298 COLDHAMS LANE CAMBRIDGE
547625.0009,257974.9999,4,0,BROOKS ROAD A1134 COLDHAMS LANE
547675.0009,257974.9999,4,0,COLDHAMS LANE 100M EAST OF A1134 BARNWELL RD CAMBRIDGE
547875.0009,263374.9999,4,1,A10 JUNCTION C209 LANDBEACH RD MILTON
547925.0009,258474.9999,4,2,A1134 BARNWELL RD JUNCTION FORMULA ONE AUTOCENTRE CAMBRIDGE
548625.0009,256324.9999,4,2,HIGH ST C233 CHERRY HINTON CAMBRIDGE
548675.0009,256424.9999,4,0,ENTRANCE TO RECREATION GROUND HIGH STREET NEAR JN WITH MILL
549225.0009,259224.9999,4,1,A1303 NEWMARKET RD PARK AND RIDE CAMBRIDGE
549625.0009,270074.9999,4,2,A10 CHITTERING JUNCTION SCHOOL LANE CHITTERING
549925.0009,259274.9999,4,1,A1303 NEWMARKET RD CAMBRIDGE
551475.0009,259624.9999,4,0,A14 JUNCTION 35 NEWMARKET RD STOW CUM QUY
551575.0009,275674.9999,4,1,A10 A10 STATION ROAD
552175.0009,250274.9999,4,0,A11 GREAT ABINGTON FOUR WENTWAYS A1307 CAMBRIDGE   PLOTTED F
552325.0009,250274.9999,4,1,A11  ROUNDABOUT ABINGTON
553825.0009,280324.9999,4,0,ST MARYS STREET AT JN WITH DOWNHAM ROAD
554225.0009,279724.9999,4,1,BACK HILL JUNCTION BROAD ST ELY
554325.0009,282974.9999,4,0,A10 CHETTISHAM OUTSIDE JET PETROL STATION NR CAR WASH
557175.0009,276474.9999,4,0,A142 ELY RD JUNCTION BARWAY RD SOHAM
557675.0009,286424.9999,4,1,C134 BRANCH BANK JUNCTION C133 VICTORIA ST LITTLEPORT
561125.0009,271674.9999,4,1,A142 DOWNFIELD ROUNDABOUT SOHAM
503575.0009,304674.9999,3,2,A1 CARPENTERS LODGE S OF B1081 LONDON RD OFFSLIP
505725.0009,302824.9999,3,0,A1 GREAT NORTH RD JUNCTION TOWNSEND RD WITTERING
507475.0009,299924.9999,3,1,A1 GREAT NORTH RD NBC A47 ON SLIP WANSFORD
507525.0009,299724.9999,3,0,A1 SB JUST AFTER A47 TURN PETERBOROUGH
507625.0009,299774.9999,3,0,A47 JUNCTION A1 SBC WANSFORD
508975.0009,299574.9999,3,1,A47 50M WEST OF SUTTON HEATH RD SUTTON
511075.0009,297074.9999,3,1,A1 GREAT NORTH RD JCT OLD GREAT NORTH RD WATER NEWTON
512475.0009,288374.9999,3,0,C97 WASHINGLEY LANE JUNCTION C93 BULLOCK RD WASHINGLEY
513875.0009,294024.9999,3,1,A605 HADDON MOTORWAY SERVICES ROUNDABOUT PETERBOROUGH
514475.0009,296224.9999,3,1,A605 JW LYNCHWOOD RAB PETERBOROUGH
514575.0009,296274.9999,3,1,A605 OUNDLE RD JUNCTION WISTOW WAY AND BRIMBLES WAY
514625.0009,272274.9999,3,0,A14 320M E OF EASTON RD JW EASTON HILL
514875.0009,295474.9999,3,0,A1139 ENTRANCE TO ON SLIP ROAD HEADING NORTH
514925.0009,295424.9999,3,0,A1139 GOLDHAY WAY JUNCTION A1139 ORTON PARKWAY PETERBOROUGH
515125.0009,295224.9999,3,0,BUS ROUTE ORTON CENTRE SPUR FROM GOLDHAY WAY PETERBOROUGH
515475.0009,305174.9999,3,0,A15 AT JN WITH LINCOLN ROAD B1443
515675.0009,298424.9999,3,0,A1260 NENE PARKWAY 100M SOUTH OF A47 SOKE PARKWAY
515775.0009,299124.9999,3,1,BRETTON WAY JUNCTION HUNTSMAN GATE PETERBOROUGH
515925.0009,298774.9999,3,0,A47 SOKE PARKWAY EBC JUNCTION 15 ON SLIP PETERBOROUGH
515975.0009,299224.9999,3,0,BRETTON WAY PETERBOROUGH JUNCTION MANTON
516275.0009,300274.9999,3,0,BRETTON GATE 20M BRETTON WAY PETERBOROUGH
516325.0009,295474.9999,3,2,GOLDHAY WAY AT JN WITH CLAYTON
516375.0009,297574.9999,3,0,A1179 THORPE WOOD JUNCTION OVER NENE PARKWAY PETERBOROUGH
516475.0009,300274.9999,3,0,A47 ROUNDABOUT WITH BRETTON GATE
516525.0009,300224.9999,3,1,BRETTON GATE FROM A47 SLIP ROAD
516575.0009,300574.9999,3,0,A47 SOKE PARKWAY AT UNDERPASS CLOSE TO BRETTON WAY SLIP
516625.0009,298974.9999,3,0,BRADWELL RD JUNCTION HAREWOOD GARDENS PETERBOROUGH
516625.0009,300274.9999,3,0,A47 BRETTON PETERBOROUGH
516675.0009,294774.9999,3,0,NATURES WAY JUNCTION HARGATE WAY PETERBOROUGH
516725.0009,296774.9999,3,1,A605 OUNDLE RD ORTON MERE
516925.0009,258674.9999,3,0,B1428 GREAT NORTH RD JUNCTION NELSON RD EATON SOCON
516925.0009,300124.9999,3,0,BRETTON GATE  PETERBOROUGH CITY HOSPITAL
516975.0009,302574.9999,3,0,A15 LINCOLN RD JUNCTION A15 WERRINGTON PARKWAY
517125.0009,302224.9999,3,1,A15 LINCOLN RD 60M NORTH OF KELSO COURT PETERBOROUGH
517225.0009,301274.9999,3,0,BRETTON WAY 17M SOKE PARKWAY A47 PETERBOROUGH
517325.0009,299924.9999,3,0,BRETTON GATE JUNCTION CRANFORD DRIVE PETERBOROUGH
517375.0009,304224.9999,3,1,A15 PASTON PARKWAY  DAVIDS LANE WERRINGTON
517475.0009,267224.9999,3,0,B661 PERRY RD JUNCTION BUCKDEN RD GRAFHAM
517475.0009,292274.9999,3,0,A15 LONDON RD JUNCTION BROADWAY YAXLEY
517475.0009,295524.9999,3,0,A1139 FLETTON PARKWAY NEAR OFF SLIP OF JCT 3
517475.0009,298624.9999,3,0,A1179 THORPE RD JUNCTION C302 LONGTHORPE PARKWAY PETERBOROUG
517475.0009,304224.9999,3,0,A15 DAVIDS LANE
517525.0009,298624.9999,3,0,A1179 THORPE RD JUNCTION THORPE MEADOWS PETERBOROUGH
517525.0009,300624.9999,3,2,C299 GRESLEY WAY JUNCTION IVATT WAY PETERBOROUGH
517525.0009,300674.9999,3,0,IVATT WAY AT JN WITH GRESLEY WAY A47
517525.0009,301824.9999,3,0,A15 LINCOLN RD JUNCTION BROTHERHOOD CLOSE WALTON
517575.0009,296374.9999,3,0,A1260 NENE PARKWAY JUNCTION MORLEY WAY PETERBOROUGH
517575.0009,301774.9999,3,1,A15 LINCOLN RD OUTSIDE LETS RUSH PETERBOROUGH
517625.0009,295574.9999,3,0,A1139 FLETTON PARKWAY WBC 100M WEST OF JNCT 3 PETERBOROUGH
517625.0009,299724.9999,3,1,GRESLEY RD PETERBOROUGH
517675.0009,295624.9999,3,0,A1139 FLETTON PARKWAY 10M WEST OF A1260 NENE PARKWAY
517675.0009,295674.9999,3,0,A1139 JUNCTION NENE PARKWAY PETERBOROUGH
517675.0009,301624.9999,3,0,A15 LINCOLN RD 20M NORTH OF BROTHERHOOD CLOSE PETERBOROUGH
517725.0009,261924.9999,3,1,GREAT NORTH RD 100M NORTH OF A1 HUNTINGDON
517725.0009,295774.9999,3,1,A1260 NENE PARKWAY 100M NORTH A1139 FLETTON PARKWAY
517725.0009,295824.9999,3,0,A1260 NENE PARKWAY 150M NORTH OF A1139 FLETTON PARKWAY
517775.0009,295574.9999,3,2,A1139 JUNCTION A1260 FLETTON PARKWAY THE SERPENTINE JNCT 3
517825.0009,301424.9999,3,0,A15 LINCOLN RD JUNCTION A47 SOKE PARKWAY WALTON
517825.0009,301524.9999,3,0,A15 BOURGES BOULEVARD PETERBOROUGH
517875.0009,296424.9999,3,0,MORLEY WAY AT JN WITH SHREWSBURY AVE
518025.0009,299774.9999,3,0,A1125 PRIORY RD JUNCTION WESTFIELD RD PETERBOROUGH
518025.0009,301574.9999,3,0,A47 RHUBARB BRIDGE JNCT 18 PETERBOROUGH
518075.0009,295274.9999,3,0,A1260 OS DOBBIES NR TESCO RAB
518175.0009,295724.9999,3,0,A1139 FLETTON PARKWAY 30M EAST OF A1260 THE SERPENTINE
518175.0009,300624.9999,3,0,BOURGES BOULEVARD A15 AT JN WITH MASKEW AVENUE
518175.0009,300974.9999,3,0,LINCOLN RD JUNCTION BRASSEY CLOSE PETERBOROUGH
518225.0009,300624.9999,3,1,LINCOLN ROAD  MASKEW AVENUE
518325.0009,260274.9999,3,0,B1428 HIGH ST JUNCTION NEW ST OS BARRETS ST NEOTS
518325.0009,295124.9999,3,0,A1260 PETERBOROUGH
518375.0009,262274.9999,3,0,B1041 GREAT NORTH RD JUNCTION B1041 MILL LANE LITTLE PAXTON
518375.0009,295024.9999,3,0,A15 JNCT A1260 EXACT LOCATION AND DIRECTIONS ON RDABT NK
518375.0009,300324.9999,3,0,OUTSIDE NAJIB FOOD STORE BOURGES BOULEVARD
518425.0009,294924.9999,3,0,A15 LONDON RD 50M SOUTH OF A1260 SERPENTINE PETERBOROUGH
518425.0009,300074.9999,3,1,BOURGES BOULEVARD AT JUNCTION WITH ENGLISH STREET
518475.0009,260124.9999,3,1,BROOK ST JUNCTION CHURCH ST ST NEOTS
518475.0009,263124.9999,3,0,A1 LITTLE PAXTON ST NEOTS
518575.0009,296824.9999,3,1,BELSIZE AVENUE JUNCTION CELTA RD WOODSTON
518625.0009,303074.9999,3,0,GUNTHORPE RD JUNCTION CONISTON RD PETERBOROUGH
518675.0009,278074.9999,3,1,B1043 ERMINE ST AND ALCONBURY HILL T-JUNCTION
518675.0009,299574.9999,3,1,COBDEN ST JW GLADSTONE ST PETERBOROUGH
518725.0009,299874.9999,3,0,65 TAVERNERS ROAD JUNCTION WITH SUMMERFIELD ROAD
518725.0009,303224.9999,3,0,A15 PASTON PARKWAY JUNCTION GUNTHORPE RD PETERBOROUGH
518775.0009,299074.9999,3,0,A15 BOURGES BOULEVARD JUNCTION BRIDGE ST PETERBOROUGH
518775.0009,302324.9999,3,0,PASTON RIDINGS JUNCTION TOPMOOR WAY PETERBOROUGH
518825.0009,296724.9999,3,1,A15 LONDON RD JUNCTION ST MARGARETS RD PETERBOROUGH
518825.0009,299574.9999,3,1,COBDEN ST JUNCTION CROMWELL RD PETERBOROUGH
518825.0009,301874.9999,3,0,FULBRIDGE RD 100M SOUTH OF TOPMOOR WAY PETERBOROUGH
518875.0009,258224.9999,3,1,A428 CAMBRIDGE RD 350M EAST OF BARFORD RD
518875.0009,299124.9999,3,1,BRIGHT ST 20M WEST OF CROMWELL RD PETERBOROUGH
518875.0009,300324.9999,3,0,LINCOLN RD MILLFIELD AREA PETERBOROUGH
518875.0009,301924.9999,3,0,FULBRIDGE RD 400M N OF ROBERT AV PETERBOROUGH
518875.0009,302424.9999,3,0,DONALDSON DRIVE JW PASTON RIDING
518925.0009,259274.9999,3,0,CROMWELL ROAD 10 METRES NORTH OF JUNCTION WITH HOWITTS LANE
518925.0009,297874.9999,3,0,A605 GROVE ST JUNCTION OUNDLE RD PETERBOROUGH
518925.0009,298674.9999,3,1,COWGATE 10M BOURGES BOULEVARD PETERBOROUGH
518925.0009,298974.9999,3,1,NEAR BUS STATION WESTGATE
518975.0009,297874.9999,3,0,A605 OUNDLE RD PETERBOROUGH
518975.0009,298974.9999,3,1,BUS STATION QUEENSGATE EXIT TO WESTGATE
518975.0009,301274.9999,3,0,A1109 ST PAULS RD JUNCTION PEVERIL RD PETERBOROUGH
519075.0009,260324.9999,3,1,B1428 CAMBRIDGE ST JUNCTION KINGS LANE ST NEOTS
519075.0009,299124.9999,3,0,LINCOLN RD JUNCTION FITZWILLIAM STREET PETERBOROUGH
519075.0009,299624.9999,3,0,BURGHLEY RD JUNCTION LINCOLN RD PETERBOROUGH
519075.0009,299674.9999,3,1,A15 LINCOLN RD 50M SOUTH OF LIMETREE AVENUE PETERBOROUGH
519075.0009,299724.9999,3,1,LINCOLN RD 50M SOUTH OF DOGSTHORPE RD PETERBOROUGH
519125.0009,261524.9999,3,1,B1043 HUNTINGDON RD JUNCTION MILL LANE LITTLE PAXTON
519125.0009,295924.9999,3,0,A1139 FLETTON PARKWAY 450M WEST OF J3A PETERBOROUGH
519125.0009,298374.9999,3,1,BOURGES BOULEVARD 80M WEST OF ST PETERS RD PETERBOROUGH
519125.0009,299324.9999,3,0,LINCOLN RD 25M N OF CHURCH WALK PETERBOROUGH
519125.0009,299574.9999,3,1,LINCOLN RD JUNCTION BURLEIGH RD PETERBOROUGH
519175.0009,297574.9999,3,0,QUEENS WALK AT JN WITH LONDON ROAD A15
519175.0009,301224.9999,3,0,DOGSTHORPE ROAD ROUNDABOUT WITH WELLAND ROAD
519175.0009,301274.9999,3,0,ST PAULS ROAD AND WELLAND ROAD ROUNDABOUT JUNCTION
519225.0009,271974.9999,3,1,A14 BRAMPTON HUT 100M WEST OF A1 BRAMPTON HUT
519225.0009,297774.9999,3,0,A15 LONDON RD OUTSIDE KFC PETERBOROUGH
519275.0009,298224.9999,3,0,A15 BRIDGE ST OUTSIDE POLICE STATION PETERBOROUGH
519325.0009,271974.9999,3,1,A14 BRAMPTON HUT INTERCHANGE DIRECTIONS AND DETAILS UK
519325.0009,299474.9999,3,0,A1119 ST MARKS OS 121A JUNCTION BURGHLEY RD PETERBOROUGH
519375.0009,297274.9999,3,1,A605 FLETTON AVE OUTSIDE CHINZ FOOD AND WINE SHOP NO 102
519375.0009,299224.9999,3,0,A1127 BROADWAY OS NO 63 JUNCTION CHURCH WALK PETERBOROUGH
519425.0009,271924.9999,3,0,A1 JUNCTION 21 SOUTH A14 BRAMPTON HUT INTERCHANGE BRAMPTON
519425.0009,300174.9999,3,1,PARK RD JUNCTION QUEENS DRIVE WEST PETERBOROUGH
519425.0009,301174.9999,3,0,BIRCHTREE AVE OS NO 30 1M WESTERN AVE PETERBOROUGH
519575.0009,297174.9999,3,1,A605 FLETTON AVE JUNCTION QUEENS RD PETERBOROUGH
519625.0009,299174.9999,3,1,A1119 CRAWTHORNE RD ENTRANCE TO ADULT EDUCATION CENTRE
519625.0009,299224.9999,3,0,CRAWTHORNE RD OUTSIDE NO 24 PETERBOROUGH
519625.0009,299774.9999,3,0,A1127 BROADWAY 15M PRINCES GARDENS PETERBOROUGH
519675.0009,297174.9999,3,1,A605 WHITTLESEY RD JUNCTION FLETTON AVE PETERBOROUGH
519725.0009,295424.9999,3,0,A605 NEAR JN WITH FLAXLEY ROAD
519725.0009,299274.9999,3,0,C51 EASTFIELD RD PETERBOROUGH
519775.0009,299124.9999,3,0,BOONGATE
519825.0009,297024.9999,3,0,32 HIGH STREET NEAR JN WITH KINGS ROAD
519825.0009,299524.9999,3,0,C51 EASTFIELD RD JUNCTION VERGETTE ST PETERBOROUGH
519875.0009,299624.9999,3,0,C51 EASTFIELD RD JUNCTION PRINCES GARDENS
519875.0009,300824.9999,3,0,A1109 NEWARK AVE OUTSIDE NO 145 PETERBOROUGH
519975.0009,297074.9999,3,2,A605 WHITTLESEY RD 3M NORTH OF A1129 HIGH ST PETERBOROUGH
519975.0009,297124.9999,3,0,A605 WHITTLESEY RD JUNCTION A1129 HIGH ST PETERBOROUGH
520025.0009,300774.9999,3,0,A1109 NEWARK AVE JUNCTION ROWAN AVE PETERBOROUGH
520075.0009,298874.9999,3,0,STAR RD 20M N OF GLENTON ST PETERBOROUGH
520075.0009,298974.9999,3,0,STAR RD JUNCTION WELLINGTON ST PETERBOROUGH
520175.0009,298574.9999,3,1,FENGATE JUNCTION POTTERS WAY PETERBOROUGH
520175.0009,299324.9999,3,0,PADHOLME RD JUNCTION STAR RD SAXON RD PETERBOROUGH
520175.0009,299924.9999,3,0,C51 EASTFIELD RD OUTSIDE 277 JUNCTION A1127 BROADWAY
520225.0009,296724.9999,3,1,A605 SOUTH ST MINI RDABT WHITTLESEY RD PETERBOROUGH
